assets/opensb/client.config.patch	1	perf/core
assets/opensb/rendering/effects/lightingPassthrough.config	1	render/layer3-passes
assets/opensb/rendering/effects/lightingPassthrough.frag	1	render/layer3-passes
assets/opensb/rendering/effects/lightingPassthrough.vert	1	render/layer3-passes
assets/opensb/rendering/effects/world.config	1	render/layer3-passes
assets/opensb/rendering/effects/world.frag	1	render/layer3-passes
assets/opensb/rendering/effects/world.frag	2	render/layer3-passes
assets/opensb/rendering/opengl.config	1	render/layer3-passes
source/application/CMakeLists.txt	1	render/layer1
source/application/CMakeLists.txt	2	render/layer1
source/application/StarRenderer.hpp	1	render/layer1
source/application/StarRenderer.hpp	2	render/layer3-passes
source/application/StarRenderer.hpp	3	render/layer3-passes
source/application/StarRenderer.hpp	4	render/layer1
source/base/StarCellularLightArray.cpp	1	render/layer3-passes
source/base/StarCellularLightArray.hpp	1	tooling/telemetry
source/base/StarCellularLightArray.hpp	2	render/layer3-passes
source/base/StarCellularLightArray.hpp	3	render/layer3-passes
source/base/StarCellularLightArray.hpp	4	tooling/telemetry
source/base/StarCellularLightArray.hpp	5	render/layer3-passes
source/base/StarCellularLighting.cpp	1	tooling/telemetry
source/base/StarCellularLighting.cpp	2	tooling/telemetry
source/base/StarCellularLighting.cpp	3	tooling/telemetry
source/base/StarCellularLighting.cpp	4	tooling/telemetry
source/base/StarCellularLighting.cpp	5	render/layer3-passes
source/base/StarCellularLighting.hpp	1	render/layer3-passes
source/base/StarCellularLighting.hpp	2	perf/world-client-lighting
source/base/StarCellularLighting.hpp	3	render/layer3-passes
source/base/StarCellularLighting.hpp	4	perf/world-client-lighting
source/client/StarClientApplication.cpp	1	tooling/render-harness-oracle
source/client/StarClientApplication.cpp	2	tooling/telemetry
source/client/StarClientApplication.cpp	3	tooling/render-harness-oracle
source/client/StarClientApplication.cpp	4	tooling/telemetry
source/client/StarClientApplication.cpp	5	tooling/telemetry
source/client/StarClientApplication.cpp	6	render/layer1
source/client/StarClientApplication.cpp	7	tooling/render-harness-oracle
source/client/StarClientApplication.cpp	8	tooling/telemetry
source/client/StarClientApplication.cpp	9	tooling/telemetry
source/client/StarClientApplication.cpp	10	render/layer3-passes
source/client/StarClientApplication.cpp	11	tooling/render-harness-oracle
source/client/StarClientApplication.cpp	12	tooling/render-harness-oracle
source/client/StarClientApplication.cpp	13	tooling/render-harness-oracle
source/client/StarClientApplication.hpp	1	tooling/render-harness-oracle
source/client/StarClientApplication.hpp	2	tooling/telemetry
source/core/CMakeLists.txt	1	tooling/telemetry
source/core/CMakeLists.txt	2	tooling/telemetry
source/frontend/StarClientCommandProcessor.cpp	1	tooling/telemetry
source/frontend/StarClientCommandProcessor.cpp	2	perf/animation-drawable
source/frontend/StarClientCommandProcessor.cpp	3	render/layer3-passes
source/frontend/StarClientCommandProcessor.hpp	1	render/layer3-passes
source/game/StarObject.cpp	1	perf/server-tick
source/game/StarObject.cpp	2	perf/server-tick
source/game/StarObject.cpp	3	perf/server-tick
source/game/StarObject.cpp	4	perf/core
source/game/StarObject.cpp	5	perf/server-tick
source/game/StarObject.cpp	6	perf/server-tick
source/game/StarObject.cpp	7	perf/server-tick
source/game/StarObject.cpp	8	perf/server-tick
source/game/StarObject.cpp	9	perf/server-tick
source/game/StarObject.cpp	10	perf/server-tick
source/game/StarObject.cpp	11	perf/server-tick
source/game/StarObject.cpp	12	perf/server-tick
source/game/StarObject.cpp	13	perf/server-tick
source/game/StarObject.cpp	14	perf/server-tick
source/game/StarObject.cpp	15	perf/server-tick
source/game/StarObject.cpp	16	perf/server-tick
source/game/StarObject.cpp	17	perf/server-tick
source/game/StarObject.cpp	18	perf/server-tick
source/game/StarObject.cpp	19	perf/server-tick
source/game/StarObject.cpp	20	perf/server-tick
source/game/StarObject.cpp	21	perf/server-tick
source/game/StarObject.cpp	22	perf/server-tick
source/game/StarObject.cpp	23	perf/server-tick
source/game/StarObject.cpp	24	perf/server-tick
source/game/StarObject.cpp	25	perf/server-tick
source/game/StarObject.cpp	26	perf/server-tick
source/game/StarObject.cpp	27	perf/server-tick
source/game/StarObject.cpp	28	perf/server-tick
source/game/StarObject.hpp	1	perf/entity-dispatch
source/game/StarObject.hpp	2	perf/server-tick
source/game/StarObject.hpp	3	perf/server-tick
source/game/StarObject.hpp	4	perf/server-tick
source/game/StarObject.hpp	5	perf/server-tick
source/game/StarObject.hpp	6	perf/server-tick
source/game/StarPlant.cpp	1	perf/server-tick
source/game/StarPlant.cpp	2	perf/core
source/game/StarPlant.cpp	3	perf/server-tick
source/game/StarPlant.hpp	1	perf/server-tick
source/game/StarPlant.hpp	2	perf/server-tick
source/game/StarPlant.hpp	3	perf/entity-dispatch
source/game/StarRootLoader.cpp	1	perf/core
source/game/StarRootLoader.cpp	2	render/layer3-passes
source/game/StarRootLoader.cpp	3	tooling/telemetry
source/game/StarRootLoader.cpp	4	tooling/telemetry
source/game/StarWorldGeneration.cpp	1	perf/entity-dispatch
source/game/StarWorldGeneration.cpp	2	perf/entity-dispatch
source/game/StarWorldGeneration.cpp	3	perf/entity-dispatch
source/game/StarWorldImpl.hpp	1	perf/server-tick
source/game/StarWorldTiles.cpp	1	perf/server-tick
source/game/StarWorldTiles.cpp	2	perf/server-tick
source/game/StarWorldTiles.hpp	1	perf/server-tick
source/game/interfaces/StarEntity.cpp	1	perf/server-tick
source/game/interfaces/StarEntity.cpp	2	perf/server-tick
source/game/interfaces/StarEntity.hpp	1	perf/server-tick
source/game/interfaces/StarEntity.hpp	2	perf/server-tick
source/game/interfaces/StarEntity.hpp	3	perf/entity-dispatch
source/game/interfaces/StarEntity.hpp	4	perf/core
source/game/interfaces/StarEntity.hpp	5	perf/server-tick
source/game/interfaces/StarEntity.hpp	6	perf/server-tick
source/game/interfaces/StarEntity.hpp	7	perf/server-tick
source/game/interfaces/StarEntity.hpp	8	perf/entity-dispatch
source/game/objects/StarContainerObject.cpp	1	perf/server-tick
source/game/objects/StarContainerObject.cpp	2	perf/server-tick
source/game/objects/StarContainerObject.cpp	3	perf/server-tick
source/game/objects/StarContainerObject.cpp	4	perf/server-tick
source/game/objects/StarContainerObject.hpp	1	perf/server-tick
source/rendering/CMakeLists.txt	1	render/layer3-passes
source/rendering/CMakeLists.txt	2	render/layer3-passes
source/rendering/StarWorldPainter.cpp	1	render/layer3-passes
source/rendering/StarWorldPainter.cpp	2	render/layer2-retained-surface
source/rendering/StarWorldPainter.cpp	3	render/layer3-passes
source/rendering/StarWorldPainter.cpp	4	render/layer2-retained-surface
source/rendering/StarWorldPainter.cpp	5	render/layer3-passes
source/rendering/StarWorldPainter.hpp	1	render/layer3-passes
source/rendering/StarWorldPainter.hpp	2	render/layer3-passes
source/rendering/StarWorldPainter.hpp	3	render/layer2-retained-surface
source/test/CMakeLists.txt	1	perf/core
source/test/CMakeLists.txt	2	perf/entity-dispatch
source/test/CMakeLists.txt	3	render/layer3-passes
source/test/CMakeLists.txt	4	render/layer1
source/game/StarWorldGeneration.cpp	4	perf/entity-dispatch
